KO	X103post	X103pre	X104post	X104pre	X107post	X107pre	X109post	X109pre	X111post	X111pre	X116post	X116pre	X118post	X118pre	X119post	X119pre	X123post	X123pre	X124post	X124pre	X127post	X127pre	X130post	X130pre	X133post	X133pre	X138post	X138pre	X139post	X139pre	X140post	X140pre
K18288	11	0	12	6	10	8	9	3	6	5	4	4	8	3	6	3	7	3	4	2	6	7	5	5	7	5	6	3	6	2	10	10
K18290	0	0	3	0	0	0	0	0	1	1	0	1	1	0	2	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0
K18296	3	0	0	0	0	0	0	0	0	1	1	2	0	5	1	3	3	0	0	0	0	0	1	1	1	1	0	0	0	0	2	1
K18297	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	3	0	0	0	0	0	0
K18298	3	0	0	0	0	0	0	0	0	0	1	0	0	5	0	2	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0
K18299	15	1	28	21	14	10	15	7	6	7	7	14	15	32	10	16	15	0	2	3	24	21	10	13	3	4	9	5	5	5	13	12
K18300	0	0	8	4	3	2	0	0	2	1	0	3	2	1	3	1	1	0	0	1	6	4	2	2	0	0	2	1	1	1	3	2
K18301	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0
K18302	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
K18303	1	0	12	9	6	4	2	1	2	1	0	4	3	2	4	2	1	0	1	1	11	10	4	3	0	0	3	1	2	2	5	5
K18307	3	0	13	9	8	5	9	4	3	4	1	7	9	9	6	5	8	0	0	0	12	10	5	6	1	1	5	3	2	2	7	7
K18320	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	0	0	7	0	0	0	0	0	0
K18322	1	0	13	11	7	5	8	5	3	2	0	7	13	5	5	2	3	0	0	0	13	14	5	8	0	5	5	2	2	3	6	6
K18324	7	1	14	14	8	6	15	7	3	4	3	10	12	14	6	7	7	0	0	0	14	17	5	8	1	12	5	3	3	3	8	8
K18325	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
K18326	3	0	1	3	0	0	0	1	0	1	1	0	0	5	0	2	1	0	0	0	1	4	0	0	1	6	0	0	0	0	0	0
K18330	1	0	9	8	6	5	2	2	1	1	0	3	7	4	2	1	2	4	0	0	12	10	4	5	0	0	3	1	2	2	4	5
K18331	4	0	5	3	2	2	4	3	3	3	3	2	6	6	1	3	3	5	1	0	2	3	2	4	4	2	2	1	1	1	2	3
K18332	1	0	3	2	4	2	4	2	2	1	7	2	7	2	1	0	1	8	1	1	2	10	2	3	8	5	2	1	2	1	3	2
K18333	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	3	0	0	0	0	0	0
K18334	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0
K18335	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
K18336	3	0	0	0	0	0	0	0	0	0	1	0	0	5	0	2	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0
K18337	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K18344	7	0	8	5	6	5	6	4	3	3	0	3	12	4	4	2	2	0	2	1	5	5	4	6	0	2	3	1	4	1	4	5
K18345	0	0	1	1	4	1	1	0	0	0	0	0	1	0	0	0	0	0	0	1	1	2	0	1	0	0	0	0	0	0	1	0
K18346	0	0	0	0	1	0	0	0	0	1	0	1	0	0	2	1	5	0	0	0	1	1	1	1	0	0	1	1	0	0	2	1
K18348	0	0	2	1	0	0	0	0	2	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
K18349	31	1	40	19	39	21	27	8	21	11	13	6	16	4	5	2	6	20	8	2	19	55	14	21	20	14	11	4	28	8	24	25
K18350	8	0	11	5	11	3	6	1	6	2	3	1	3	0	0	0	0	2	1	1	5	28	4	8	5	3	1	0	11	2	5	3
K18352	0	0	5	1	0	0	0	0	3	2	0	2	1	0	2	1	0	0	0	0	0	0	0	1	0	0	1	1	0	0	1	0
K18361	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
K18366	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0
K18367	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
K18369	9	1	20	12	10	10	7	5	5	5	0	8	13	6	7	4	5	0	3	0	16	15	7	7	1	2	9	4	4	4	11	13
K18382	8	0	8	4	3	5	5	3	3	3	0	3	6	3	3	2	3	0	3	0	4	5	3	1	0	2	5	2	2	1	5	7
K18429	0	0	5	4	3	2	4	1	1	0	0	2	1	1	1	0	1	0	0	0	6	13	2	1	0	0	1	0	1	1	2	2
K18430	0	0	4	3	3	2	0	0	1	0	0	1	1	1	1	0	1	0	0	0	6	13	2	1	0	0	1	0	1	1	2	2
K18431	3	0	6	4	4	2	1	0	2	0	0	1	1	1	1	0	1	0	0	0	6	13	3	3	0	0	1	0	4	2	3	3
K18446	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	3	0	0	0	0	0	0
K18459	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K18471	8	0	10	4	5	6	7	3	3	4	0	3	6	3	3	2	3	1	3	0	5	6	4	2	2	6	6	2	2	1	6	7
K18472	16	1	32	17	16	12	12	5	9	6	2	11	13	14	10	7	6	1	4	1	22	20	9	9	2	6	10	4	8	5	15	16
K18474	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
K18475	5	0	11	5	10	4	5	1	6	2	2	2	3	0	1	0	0	5	2	2	3	15	4	7	3	3	0	0	8	1	4	3
K18476	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0
K18478	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	1	3	0	0	0	0	0	0
K18479	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	4	0	0	0	0	0	0
K18530	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0
K18531	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0
K18532	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
K18552	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K18553	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
K18554	3	0	0	0	0	0	0	0	0	0	1	0	0	5	0	2	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0
K18560	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
K18567	3	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K18572	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
K18581	6	1	53	30	26	18	19	15	13	11	0	23	53	17	20	9	11	0	2	1	40	42	19	30	0	2	20	10	7	8	23	21
K18587	1	0	1	1	0	1	1	1	1	1	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	1	0	0	1	1	2
K18588	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0
K18589	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
K18594	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
K18604	5	0	5	1	1	1	7	2	1	2	1	2	1	8	1	3	4	0	0	1	0	0	1	1	1	5	1	1	0	0	1	1
K18640	3	0	4	4	12	3	5	1	3	1	2	0	3	0	0	0	0	1	0	1	4	5	2	5	3	4	0	0	4	1	3	2
K18650	0	0	5	3	3	2	0	0	0	0	0	2	1	1	1	0	1	0	0	0	6	4	2	2	0	0	1	0	1	1	2	2
K18654	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
K18657	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	3	0	0	0	0	0	0
K18661	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
K18672	14	1	28	16	16	13	14	6	10	8	5	10	15	12	9	7	9	6	5	2	18	25	10	12	5	5	9	4	8	4	14	15
K18673	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0
K18675	3	0	8	4	7	3	3	1	5	3	0	2	2	0	1	0	0	4	1	1	2	3	2	5	0	0	0	0	3	1	2	1
K18676	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0
K18678	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
K18682	12	1	28	16	16	13	14	6	10	8	5	10	15	7	9	4	7	6	5	2	18	25	10	12	5	4	9	4	8	4	14	15
K18687	9	1	10	5	2	4	9	5	6	4	0	1	6	1	1	0	4	4	2	0	4	8	4	6	0	0	6	3	6	4	6	9
K18691	1	0	13	10	8	5	6	3	3	2	0	6	8	4	5	2	4	0	0	0	13	12	5	6	0	3	4	2	2	2	6	6
K18692	2	0	5	1	0	0	5	2	1	1	3	1	1	4	1	2	1	0	1	1	1	17	1	1	2	5	1	0	0	0	0	1
K18697	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	3	0	0	0	0	0	0
K18698	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0
K18699	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0
K18700	11	0	12	6	8	7	8	4	5	4	2	3	11	3	3	2	3	5	3	1	6	7	5	6	3	3	5	2	6	2	7	9
K18702	3	0	4	1	3	2	4	1	2	2	2	0	1	0	0	0	1	1	1	0	3	13	2	1	4	5	3	1	2	2	4	4
K18704	8	1	29	14	16	12	11	4	10	7	9	9	14	6	7	3	4	8	3	1	16	13	8	10	16	15	7	3	6	4	11	11
K18707	27	2	44	22	21	20	20	9	16	14	8	14	22	19	12	10	12	12	9	5	22	47	15	15	8	9	14	6	11	6	20	24
K18765	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	3	0	0	0	0	0	0
K18770	0	0	4	2	5	2	2	0	1	1	2	0	1	0	0	0	0	1	0	1	1	1	1	2	3	2	0	0	1	0	2	1
K18778	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	3	0	0	0	0	1	0
K18779	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
K18785	5	0	20	13	13	10	9	5	6	5	0	9	14	6	8	4	6	4	2	1	15	13	7	8	0	2	6	3	3	2	9	10
K18796	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0
K18800	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	0	0	5	0	0	0	0	0	0
K18814	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	1	0	0	0	0	0	0	0	0
K18816	3	0	2	1	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	2	0	0	0	0	3	1	1	1
K18824	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0
K18828	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0
K18829	3	0	2	1	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	1	2	0	2	0	0	3	1	1	1
K18831	1	0	4	2	0	0	2	2	1	2	0	2	8	1	2	1	1	0	1	0	1	2	2	5	0	4	2	1	1	1	1	1
K18837	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	0	0	6	0	0	0	0	0	0
K18838	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	4	0	0	0	7	0	0	0	0	0	0
K18839	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0
K18840	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0
K18841	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	1	0
K18842	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	1	0
K18843	1	0	3	2	4	2	6	2	2	1	0	2	1	0	0	0	1	0	0	0	2	4	1	2	1	3	2	1	1	1	3	2
K18850	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	3	0	0	0	0	0	0
K18853	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
K18855	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	3	0	0	0	0	0	0
K18856	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K18862	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	2	5	0	0	0	11	0	0	0	0	0	0
K18882	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
K18887	20	1	25	11	8	11	11	5	9	8	3	7	13	7	7	4	5	6	7	1	9	18	7	6	3	9	9	3	8	3	11	15
K18888	22	1	25	12	16	15	17	8	11	10	8	8	14	7	7	5	7	4	7	1	12	16	8	9	6	7	13	5	6	4	16	20
K18889	34	1	55	27	21	23	25	12	21	18	15	18	28	14	16	9	8	8	14	6	16	38	15	16	15	18	15	6	17	5	21	27
K18890	43	2	76	40	35	31	36	14	28	19	7	22	32	18	18	9	14	10	14	4	41	59	23	30	6	16	20	9	28	12	33	39
K18891	2	0	4	2	1	3	1	1	3	2	3	1	1	1	0	0	1	9	1	0	1	2	1	2	4	2	1	1	1	1	2	2
K18892	3	0	5	2	1	1	1	0	3	1	2	1	1	1	0	0	0	1	1	0	1	0	1	3	1	1	0	0	4	1	1	1
K18893	35	1	36	18	16	20	22	10	12	14	7	14	24	21	14	14	13	3	11	3	15	26	12	9	5	13	15	6	9	4	19	24
K18898	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	3	0	0	0	0	0	0
K18899	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	5	0	0	0	8	0	0	0	0	1	0
K18900	0	0	2	10	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	3	0	0	0	0	0	0
K18901	3	0	11	7	6	4	0	0	2	1	1	4	2	7	3	4	2	0	0	0	11	9	3	3	1	1	3	1	2	2	5	4
K18902	12	1	26	20	13	9	14	8	5	5	6	12	19	27	8	13	9	0	1	2	24	21	10	14	2	3	9	4	4	5	11	11
K18903	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K18907	2	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
K18908	8	0	9	4	4	6	6	3	3	4	2	3	6	3	3	2	3	2	3	0	4	21	3	1	3	3	5	2	2	2	6	8
K18910	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	3	0	0	0	0	0	0
K18917	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
K18918	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0
K18919	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	4	0	0	0	8	0	0	0	0	0	0
K18920	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	5	0	0	0	0	0	0
K18922	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	0	0	6	0	0	0	0	0	0
K18923	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
K18925	0	0	0	1	0	0	1	1	1	0	0	0	2	1	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0
K18926	9	0	12	1	1	0	1	0	0	0	0	0	0	5	0	0	0	1	1	0	1	1	1	2	6	20	1	0	0	0	0	0
K18928	1	0	12	8	6	4	6	3	2	2	0	5	7	4	4	2	2	0	0	0	12	11	4	5	0	3	4	2	2	2	5	5
K18929	1	0	16	11	9	6	6	3	3	2	0	6	8	5	5	2	2	0	0	0	18	16	6	7	0	3	4	2	3	3	7	7
K18930	0	0	1	0	1	0	4	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0
K18933	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
K18934	2	0	2	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	4	0	0	0	0	0	0
K18936	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
K18940	0	0	1	0	1	1	1	0	0	0	2	0	0	0	0	0	0	1	0	0	0	1	1	1	3	1	1	0	0	0	1	0
K18941	5	0	11	6	5	7	4	2	4	3	4	4	7	3	4	2	2	10	3	2	3	19	4	3	6	5	3	1	2	0	4	4
K18954	7	0	5	5	2	4	7	4	2	2	1	3	8	7	4	4	2	1	2	0	3	3	2	1	1	2	3	1	1	0	3	4
K18955	7	0	5	0	0	0	1	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	1	1	8	1	0	0	0	0	0
K18967	11	0	17	11	22	6	9	2	10	3	4	2	6	1	1	0	0	3	2	1	7	19	6	13	6	5	0	0	16	3	7	6
K18968	5	0	13	8	7	3	4	1	6	3	4	3	2	1	2	0	1	3	2	0	3	6	2	4	6	9	1	1	7	2	4	5
K18974	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
K18975	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
K18979	3	0	3	4	1	1	10	4	2	2	2	2	3	6	2	3	4	1	1	2	2	12	1	1	3	4	2	1	0	0	2	2
K18987	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0
K18988	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	3	0	0	0	0	0	0
K18989	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K18990	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K18991	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
K18997	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	3	0	0	0	0	0	0
K19000	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	3	0	0	0	0	0	0
K19002	3	0	4	2	2	2	3	1	2	3	1	1	0	0	1	1	4	1	1	0	2	3	2	2	2	1	3	2	1	1	4	5
K19003	0	0	0	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K19005	0	0	1	0	2	1	0	0	0	0	3	0	0	0	0	0	0	2	0	0	0	0	0	0	4	2	0	0	0	0	2	1
K19046	7	0	8	4	2	5	4	2	2	3	0	3	6	3	3	2	2	0	2	0	3	5	2	1	1	5	4	1	1	1	4	5
K19048	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0
K19049	0	0	3	3	0	0	15	4	1	1	0	4	3	2	0	0	2	0	0	0	0	1	0	1	0	0	2	1	0	0	0	1
K19050	0	0	1	1	1	0	2	2	0	0	0	1	4	0	0	0	1	0	0	0	1	1	1	3	0	0	1	0	0	0	1	1
K19052	0	0	3	2	2	1	5	5	0	1	0	2	12	1	1	0	1	0	0	0	2	2	3	7	0	0	2	1	1	1	2	2
K19055	4	0	11	4	7	3	5	2	5	4	3	3	6	1	3	1	4	2	1	1	4	6	4	6	3	5	4	2	6	2	6	5
K19066	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	1	0	0	0	0	0	0
K19068	5	0	14	11	8	8	7	4	2	2	0	6	9	6	5	3	3	4	2	0	14	19	5	4	0	2	5	2	2	2	6	8
K19075	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0
K19077	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0
K19078	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
K19081	3	0	3	1	5	1	2	0	2	0	3	0	1	0	0	0	0	1	0	0	1	2	1	3	3	2	0	0	4	1	2	2
K19082	3	0	4	2	6	2	4	1	2	0	5	0	3	0	1	0	0	3	0	0	2	11	1	3	6	3	0	0	4	1	3	3
K19083	4	0	3	1	1	1	2	1	2	1	0	0	1	0	0	0	1	0	1	0	1	2	1	2	0	0	1	0	4	1	2	2
K19088	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0
K19090	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0
K19091	1	0	1	0	2	0	0	0	0	0	2	0	1	0	0	0	0	1	0	0	1	8	0	0	3	2	0	0	1	0	1	0
K19092	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0
K19096	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	3	0	0	0	0	0	0
K19100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0
K19114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0
K19115	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	8	0	0	3	1	0	0	1	0	1	0
K19116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0
K19117	5	0	18	9	13	7	2	0	6	3	6	5	5	6	4	3	2	8	2	1	13	10	5	6	9	7	3	1	6	3	8	6
K19118	5	0	14	6	9	5	2	0	5	2	4	4	4	5	3	3	2	6	2	1	7	6	3	5	6	6	2	1	5	2	5	4
K19119	5	0	14	6	9	5	2	0	5	2	4	4	4	5	3	3	2	6	2	1	7	6	3	5	6	6	2	1	5	2	5	4
K19123	8	1	10	5	3	6	5	3	3	4	0	3	6	3	3	2	3	0	3	0	4	6	3	2	1	6	5	2	2	2	5	8
K19124	7	0	8	4	2	5	4	2	2	3	0	3	6	3	3	2	2	0	2	0	3	5	2	1	1	6	4	1	1	1	4	5
K19125	7	0	8	4	2	5	4	2	2	3	0	3	6	3	3	2	2	0	2	0	3	5	2	1	1	5	4	1	1	1	4	5
K19126	7	0	8	4	2	5	4	2	2	3	0	3	6	3	3	2	2	0	2	0	3	5	2	1	1	6	4	1	1	1	4	5
K19127	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	1	0	0	0	0	0	0	0	0
K19128	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	1	0	0	0	0	0	0	0	0
K19129	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	1	0	0	0	0	0	0	0	0
K19130	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	1	0	0	0	0	0	0	0	0
K19134	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	3	1	0	0	0	0	0	0
K19137	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
K19138	5	0	5	3	2	4	2	2	1	2	1	2	6	3	3	2	1	1	2	1	2	2	2	1	1	2	2	1	1	0	3	3
K19139	5	0	5	3	2	4	2	2	1	2	1	2	6	3	3	2	1	1	2	1	2	2	2	1	1	2	2	1	1	0	3	3
K19140	5	0	5	3	2	4	2	2	1	2	1	2	6	3	3	2	1	1	2	1	2	2	2	1	1	2	2	1	1	0	3	3
K19147	0	0	2	0	1	1	1	0	1	1	0	0	1	1	0	0	0	0	1	1	0	1	1	1	1	2	1	0	0	0	0	0
K19148	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0
K19155	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	3	0	0	0	0	0	0
K19156	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0
K19157	15	0	13	6	10	7	8	3	5	5	0	4	8	5	3	2	3	0	3	2	6	9	5	6	1	3	5	2	5	2	8	9
